VG,IDS,IGS,transistor,diff_VG,direction,log_IDS,sqrt_IDS
-3.299999952316284,6.856890877315891e-08,1.0720943777187131e-07,5,0.10000014305114746,ida,-7.163872761976459,0.0002618566569196951
-3.200000047683716,6.65022383827818e-08,1.0319705268102553e-07,5,0.09999990463256836,ida,-7.1771637366377945,0.00025788027916609247
-3.0999999046325684,6.440588862233199e-08,9.915861198805942e-08,5,0.10000014305114746,ida,-7.1910744233347526,0.00025378315275512674
-3.0,6.227002558034656e-08,9.504557141326586e-08,5,0.09999990463256836,ida,-7.205720955871645,0.00024953962727460055
-2.9000000953674316,6.013330278165085e-08,9.093421482475605e-08,5,0.09999990463256836,ida,-7.220884942163914,0.0002452209264758023
-2.799999952316284,5.802565183898878e-08,8.687565156151322e-08,5,0.10000014305114746,ida,-7.236379972138984,0.00024088514242059177
-2.700000047683716,5.594427321398143e-08,8.285774555361058e-08,5,0.09999990463256836,ida,-7.25224436380695,0.00023652541769116788
-2.5999999046325684,5.392873347886962e-08,7.89183260963e-08,5,0.10000014305114746,ida,-7.268179779036833,0.0002322256090074254
-2.5,5.1921325905368576e-08,7.499306775571313e-08,5,0.09999990463256836,ida,-7.284654225567615,0.0002278625153582058
-2.4000000953674316,4.992162416783685e-08,7.108523192300709e-08,5,0.09999990463256836,ida,-7.301711293604984,0.00022343147532932073
-2.299999952316284,4.789964336282537e-08,6.714367373206187e-08,5,0.10000014305114746,ida,-7.319667720116409,0.0002188598715224547
-2.200000047683716,4.5872585729966886e-08,6.318474987665468e-08,5,0.09999990463256836,ida,-7.338446779017654,0.0002141788638730883
-2.0999999046325684,4.3896331902715247e-08,5.931365976152847e-08,5,0.10000014305114746,ida,-7.357571769073759,0.00020951451477812998
-2.0,4.198270886490718e-08,5.5514419727842323e-08,5,0.09999990463256836,ida,-7.376929542715827,0.00020489682492636917
-1.899999976158142,4.006828291380771e-08,5.171061445707892e-08,5,0.10000002384185791,ida,-7.397199268424216,0.00020017063449419276
-1.7999999523162842,3.813304161326414e-08,4.7983334638956876e-08,5,0.10000002384185791,ida,-7.41869855262894,0.0001952768332733408
-1.7000000476837158,3.628035472047486e-08,4.422725652375448e-08,5,0.09999990463256836,ida,-7.440328475404893,0.00019047402636704791
-1.600000023841858,3.4444720853343824e-08,4.0521833000184415e-08,5,0.10000002384185791,ida,-7.462877330503753,0.0001855928900937313
-1.5,3.268961634717016e-08,3.686990623918973e-08,5,0.10000002384185791,ida,-7.485590176369301,0.00018080270005497748
-1.399999976158142,3.0866704747722906e-08,3.318231733828725e-08,5,0.10000002384185791,ida,-7.5105097322370025,0.00017568922775094354
-1.2999999523162842,2.910902274777527e-08,2.9564391823555525e-08,5,0.10000002384185791,ida,-7.535972374512162,0.0001706136651847538
-1.2000000476837158,2.7384462697455092e-08,2.5987299423491095e-08,5,0.09999990463256836,ida,-7.562495775816794,0.0001654825147786167
-1.100000023841858,2.5696181182865985e-08,2.2454575088204365e-08,5,0.10000002384185791,ida,-7.590131414195564,0.00016030028441292918
-1.0,2.4043707469445508e-08,1.8964318115877177e-08,5,0.10000002384185791,ida,-7.618998564565443,0.0001550603349327142
