Time (s),Vds (V),IDS,VG,IGS,cycle_id,diff_VG,direction,log_IDS
263.547,-1.0,6.343876066239318e-06,-2.039999961853027,-6.642413552526705e-08,2,-0.059999942779540794,ida,-5.1976453099707385
264.548,-1.0,6.945184395590331e-06,-2.099999904632568,-7.098419985140936e-08,2,-0.059999942779541016,ida,-5.15831621919573
265.615,-1.0,7.536458724644035e-06,-2.160000085830688,-7.665165924208851e-08,2,-0.06000018119812012,ida,-5.1228326750349185
266.548,-1.0,8.123094630718697e-06,-2.2200000286102286,-8.196927581138878e-08,2,-0.05999994277954057,ida,-5.090278487383707
267.549,-1.0,8.701983460923657e-06,-2.2799999713897714,-8.749821489573151e-08,2,-0.05999994277954279,ida,-5.0603817464669305
268.547,-1.0,9.276265700464137e-06,-2.339999914169312,-9.315522930819496e-08,2,-0.05999994277954057,ida,-5.032626820340992
269.547,-1.0,9.839099220698701e-06,-2.400000095367432,-9.901136621692784e-08,2,-0.06000018119812012,ida,-5.00704465983969
270.548,-1.0,1.040873485180782e-05,-2.4600000381469727,-1.0664832217344161e-07,2,-0.05999994277954057,ida,-4.98260205437698
271.581,-1.0,1.092300408345181e-05,-2.519999980926514,-1.113775951466778e-07,2,-0.05999994277954146,ida,-4.961657903989875
325.548,-1.0,1.878464317428552e-08,0.47999998927116394,3.34117657985189e-08,2,-0.06000003218650818,ida,-7.726197050209893
326.548,-1.0,1.6260802482293e-08,0.4199999868869781,2.433834112025579e-08,2,-0.060000002384185847,ida,-7.78885802546816
327.779,-1.0,1.3965821388239872e-08,0.3600000143051147,1.784908754132175e-08,2,-0.0599999725818634,ida,-7.854933516540875
328.549,-1.0,1.1942589139835041e-08,0.300000011920929,1.298741114652557e-08,2,-0.06000000238418568,ida,-7.922901508445781
329.615,-1.0,1.0175585707372652e-08,0.239999994635582,8.436369824948995e-09,2,-0.06000001728534701,ida,-7.992440583364752
330.549,-1.0,8.666884987462707e-09,0.1800000071525574,4.933476294155525e-09,2,-0.0599999874830246,ida,-8.062136966634677
331.548,-1.0,7.394540535443638e-09,0.119999997317791,2.0367740827254006e-09,2,-0.0600000098347664,ida,-8.131088805997136
